ut	field	country	funder_id	funder	Type	country_funder
000443196400030	Energy	DK	246	Chinese government	Public	Other
000336954100025	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000387914300001	Energy	DK	85	Angpanneforeningen Research Foundation (AForsk)	NA	NA
000387914300001	Energy	DK	217	Carl Tryggers Foundation	NA	Other
000387914300001	Energy	DK	1175	Knut and Alice Wallenbergs Foundation	NA	Other
000387914300001	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000387914300001	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000387914300001	Energy	DK	1957	Swedish research council	Public	Other
000295734200038	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000375783300037	Food science	DK	1683	Pig Levy Fund, Denmark	NA	NA
000375783300037	Food science	DK	406	Danish National Advanced Technology Foundation	Public	DK
000319215900010	Food science	DK	219	Carlsberg Foundation	Non-profit	DK
000319215900010	Food science	DK	359	Danish Council for Independent Research	Public	DK
000347268700149	Energy	DK	968	Innovation Fund Denmark	Public	DK
000347268700149	Energy	DK	625	Energinet.dk	Private	DK
000347268700149	Energy	DK	667	EU	Public	Supranational
000309574100001	Food science	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000418838900041	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000418838900041	Energy	DK	2395	Aalborg University, Denmark	University	DK
000396900900004	Energy	DK	2398	Aarhus University	University	DK
000396900900004	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000396900900004	Energy	DK	411	Danish National Research Foundation	Public	DK
000396900900004	Energy	DK	359	Danish Council for Independent Research	Public	DK
000396900900004	Energy	DK	365	Danish Energy Agency	Public	DK
000396900900004	Energy	DK	667	EU	Public	Supranational
000396900900004	Energy	DK	968	Innovation Fund Denmark	Public	DK
000396900900004	Energy	DK	1000	International Institute for Carbon Neutral Energy Research (wpi-I2CNER)	Public	Other
000396900900004	Energy	DK	1059	Japan Society for the Promotion of Science	Public	Other
000264955300016	Food science	DK	667	EU	Public	Supranational
000397336900005	Energy	DK	667	EU	Public	Supranational
000397336900005	Energy	DK	1417	Ministry of Trade, Industry & Energy, Republic of Korea	Public	Other
000397336900005	Energy	DK	2152	U.S. Department of Energy	Public	Other
000322989900145	Energy	DK	48	Air Force Office of Scientific Research (AFOSR)	NA	Other
000322989900145	Energy	DK	1915	Spanish regions	Public	Other
000322989900145	Energy	DK	1464	National natural science foundation of China	Public	Other
000322989900145	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000380018100007	Energy	DK	406	Danish National Advanced Technology Foundation	Public	DK
000208279400001	Energy	DK	2398	Aarhus University	University	DK
000304445800056	Food science	DK	667	EU	Public	Supranational
000304445800056	Food science	DK	1957	Swedish research council	Public	Other
000402775200006	Energy	DK	667	EU	Public	Supranational
000402775200006	Energy	DK	1059	Japan Society for the Promotion of Science	Public	Other
000402775200006	Energy	DK	1962	Swiss National Science Foundation	Public	Other
000321046700010	Energy	DK	1459	National High Technology Research and Development Program of China	Public	Other
000321046700010	Energy	DK	1464	National natural science foundation of China	Public	Other
000350941400047	Energy	DK	667	EU	Public	Supranational
000280266200021	Food science	DK	667	EU	Public	Supranational
000367485400025	Food science	DK	667	EU	Public	Supranational
000389624100010	Energy	DK	827	German Research Foundation	Public	Other
000418208100024	Energy	DK	1603	Norwegian Research Council	Public	NO
000418208100024	Energy	DK	968	Innovation Fund Denmark	Public	DK
000417046500053	Energy	DK	667	EU	Public	Supranational
000315942600023	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000399875600079	Food science	DK	667	EU	Public	Supranational
000330018200022	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000330018200022	Energy	DK	667	EU	Public	Supranational
000330018200022	Energy	DK	1332	Metso Power Oy	NA	NA
000451103000024	Energy	DK	1881	SIEMENS	Private	NL
000286474500001	Food science	DK	667	EU	Public	Supranational
000286474500001	Food science	DK	1990	Technical University of Denmark	University	DK
000277436700007	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000277436700007	Food science	DK	2398	Aarhus University	University	DK
000307648900007	Food science	DK	667	EU	Public	Supranational
000322852900014	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000322852900014	Energy	DK	1990	Technical University of Denmark	University	DK
000348417000045	Food science	DK	246	Chinese government	Public	Other
000428687400032	Energy	DK	1018	Iran National Science Foundation (INSF)	Public	Other
000263755100001	Food science	DK	510	Dutch Food and Consumer Product Safety Authority	Public	NL
000263755100001	Food science	DK	667	EU	Public	Supranational
000307017800028	Energy	DK	1913	Spanish government	Public	Other
000307017800028	Energy	DK	411	Danish National Research Foundation	Public	DK
000307017800028	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000307017800028	Energy	DK	365	Danish Energy Agency	Public	DK
000307017800028	Energy	DK	667	EU	Public	Supranational
000307017800028	Energy	DK	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000307017800028	Energy	DK	960	Inger and Jens Bruun Foundation	NA	NA
000307017800028	Energy	DK	1746	PV-ERA-NET	Public	Supranational
000307017800028	Energy	DK	1378	Ministry of Education, Science and Culture	Public	Other
000307017800028	Energy	DK	223	Catalonia Government (Spain)	Public	Other
000330491600066	Energy	DK	1411	Ministry of Science and Technology, Spain	Public	Other
000330491600066	Energy	DK	667	EU	Public	Supranational
000330491600066	Energy	DK	1782	Research Foundation of Flanders (FWO)	Public	Other
000330491600066	Energy	DK	1751	Quebec Ministry of Economic Development, Innovation and Exports (MDEIE)	Public	NA
000336509400065	Energy	DK	406	Danish National Advanced Technology Foundation	Public	DK
000336509400065	Energy	DK	411	Danish National Research Foundation	Public	DK
000298666700021	Food science	DK	1990	Technical University of Denmark	University	DK
000298666700021	Food science	DK	1085	Journal of Experimental Biology Traveling	NA	NA
000298666700021	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000284972400031	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000284972400031	Energy	DK	365	Danish Energy Agency	Public	DK
000284972400031	Energy	DK	667	EU	Public	Supranational
000284972400031	Energy	DK	1746	PV-ERA-NET	Public	Supranational
000392643800018	Food science	DK	1466	National Pork Board	NA	NA
000392643800018	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000392643800018	Food science	DK	1641	Ontario Ministry of Agriculture, Food and Rural Affairs	Public	Other
000408183400004	Food science	DK	968	Innovation Fund Denmark	Public	DK
000403996700019	Energy	DK	625	Energinet.dk	Private	DK
000438479300014	Energy	DK	2400	Aarhus Water	NA	DK
000438479300014	Energy	DK	909	HOFOR	NA	NA
000438479300014	Energy	DK	968	Innovation Fund Denmark	Public	DK
000344993500011	Energy	DK	3002	EU - ERC	Public	Supranational
000353750300008	Energy	DK	1391	Ministry of High Education (MOHE) of Malaysia	Public	Other
000328327500003	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000327228100015	Food science	DK	291	Copenhagen University	University	DK
000327228100015	Food science	DK	1171	Knowledge Centre for Agriculture, Cattle (Aarhus N, Denmark)	NA	NA
000288731600029	Energy	DK	359	Danish Council for Independent Research	Public	DK
000288731600029	Energy	DK	424	Danish Research Council for Technology and Production	Public	DK
000288731600029	Energy	DK	625	Energinet.dk	Private	DK
000293963300009	Energy	DK	667	EU	Public	Supranational
000293963300009	Energy	DK	625	Energinet.dk	Private	DK
000369562200019	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000295350900005	Food science	DK	373	Danish Food Industry Agency	Public	DK
000295350900005	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000295350900005	Food science	DK	667	EU	Public	Supranational
000295350900005	Food science	DK	1095	Junta de Extremadura	NA	Other
000295350900005	Food science	DK	272	Comisi󮠉nterministerial de Ciencia y Tecnolog�3	Non-profit	NO
000306040100031	Energy	DK	1913	Spanish government	Public	Other
000341770000011	Food science	DK	432	Danish Veterinary and Food Administration	Public	DK
000284322200007	Food science	DK	2398	Aarhus University	University	DK
000350693100004	Energy	DK	327	Dalgas Innovation	Public	NA
000350693100004	Energy	DK	1538	Nordic Energy Research	Public	Supranational
000419538500011	Energy	DK	667	EU	Public	Supranational
000412379300015	Energy	DK	1653	Oticon Foundation	NA	DK
000412379300015	Energy	DK	2082	Thomas B Thriges Fond	NA	NA
000424144200015	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000424144200015	Energy	DK	361	Danish Council for Technology and Innovation	Public	DK
000424144200015	Energy	DK	2398	Aarhus University	University	DK
000405805800066	Energy	DK	488	DONG Energy	Private	DK
000405805800066	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000405805800066	Energy	DK	909	HOFOR	NA	NA
000405805800066	Energy	DK	1127	Kempe Foundation	NA	NA
000405805800066	Energy	DK	2309	Vattenfall	Private	Other
000335108600010	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000395494200118	Energy	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000395494200118	Energy	DK	667	EU	Public	Supranational
000395494200118	Energy	DK	2152	U.S. Department of Energy	Public	Other
000397368000015	Energy	DK	2177	United Nations Environment Programme	Public	Supranational
000445303100052	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000445303100052	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000445303100052	Energy	DK	2157	UC Davis	NA	Other
000320023400005	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000320023400005	Energy	DK	365	Danish Energy Agency	Public	DK
000400532900065	Energy	DK	1957	Swedish research council	Public	Other
000392567200008	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000392567200008	Energy	DK	667	EU	Public	Supranational
000268065100011	Energy	DK	365	Danish Energy Agency	Public	DK
000268065100011	Energy	DK	2309	Vattenfall	Private	Other
000274563900019	Energy	DK	365	Danish Energy Agency	Public	DK
000299541400072	Energy	DK	365	Danish Energy Agency	Public	DK
000299541400072	Energy	DK	359	Danish Council for Independent Research	Public	DK
000299541400072	Energy	DK	424	Danish Research Council for Technology and Production	Public	DK
000286852200010	Energy	DK	625	Energinet.dk	Private	DK
000302151100019	Food science	DK	1021	Irish Department of Agriculture, Fisheries and Food	NA	Other
000302151100019	Food science	DK	1858	Scottish Government	Public	Other
000302151100019	Food science	DK	1987	Teagasc - The Agriculture and Food Development Authority (Ireland)	NA	Other
000374673600016	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000273453400005	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000298842600007	Food science	DK	1613	Not enough information	NA	Other
000298842600007	Food science	DK	1464	National natural science foundation of China	Public	Other
000298842600007	Food science	DK	246	Chinese government	Public	Other
000394475800014	Food science	DK	239	CGIAR	Non-profit	DK
000394475800014	Food science	DK	239	CGIAR	Non-profit	NO
000394475800014	Food science	DK	239	CGIAR	Non-profit	Other
000394475800014	Food science	DK	667	EU	Public	Supranational
000394475800014	Food science	DK	998	International Fund for Agricultural Development (IFAD)	Public	Supranational
000329537900003	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000329537900003	Energy	DK	625	Energinet.dk	Private	DK
000368322600035	Energy	DK	667	EU	Public	Supranational
000368322600035	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000368322600035	Energy	DK	411	Danish National Research Foundation	Public	DK
000368322600035	Energy	DK	359	Danish Council for Independent Research	Public	DK
000368322600035	Energy	DK	732	FNRS, Belgium	Public	Other
000368322600035	Energy	DK	968	Innovation Fund Denmark	Public	DK
000368322600035	Energy	DK	1692	Polish National Science Center	NA	Other
000325451400004	Energy	DK	2395	Aalborg University, Denmark	University	DK
000325451400004	Energy	DK	431	Danish Utilities Research Institute	NA	DK
000325451400004	Energy	DK	335	Danish Academy of Wind Energy	NA	DK
000325451400004	Energy	DK	419	Danish Public Service Obligation (PSO)	Public	DK
000325451400004	Energy	DK	906	Himmerlands Elforsyning	NA	NA
000386153900004	Energy	DK	1616	Novo Nordisk Foundation	Non-profit	DK
000386153900004	Energy	DK	1616	Novo Nordisk Foundation	Private	DK
000386153900004	Energy	DK	1603	Norwegian Research Council	Public	NO
000445317900040	Energy	DK	968	Innovation Fund Denmark	Public	DK
000310401100035	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000292226600004	Food science	DK	1617	Novozymes	Private	DK
000292226600004	Food science	DK	1789	Research School FOOD Denmark	NA	NA
000292226600004	Food science	DK	291	Copenhagen University	University	DK
000327815900014	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000327815900014	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
